Activity ID,Activity Type,Max Heart Rate,Elapsed Time,Moving Time,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Max Heart Rate.1,Average Heart Rate,Average Watts,Calories,Average Elapsed Speed,Hour_of_Day,Month,Distance_km,Max Heart Rate_Recorded,Average Watts_Recorded,Calories_Recorded,Average Heart Rate_Recorded,Day_of_Week_Friday,Day_of_Week_Monday,Day_of_Week_Saturday,Day_of_Week_Sunday,Day_of_Week_Thursday,Day_of_Week_Tuesday,Day_of_Week_Wednesday
10217018069,Walk,-1.0646735040005264,-0.14974778853029402,-0.10468888976173768,-0.5658786951725666,-0.7440944468283027,-0.4401864173865474,-0.46528763819713376,-0.0714881681537869,-0.41170357610313396,-0.7677506713555546,0.1172653168963327,-0.021119049336517537,-1.1768664785826668,-0.6011510556271107,-0.5061477752848977,-0.37766457982309015,-0.29170369648113614,1.1967563221389181,-0.3864420182393079,-1.0887992794669463,-0.6071959063489053,-2.1554195260629267,-1.2006004503753285,0.0,0.0,0.0,0.0,0.0,1.0,0.0
10223140218,Walk,-1.0646735040005264,-0.01661508545299519,0.13458421711573496,-0.022259349745270784,-0.755965267210875,-0.3712914104348978,-0.3952168102268768,-0.12410699306946164,-0.3973357818298044,-0.1481978001428489,0.1172653168963327,-0.021119049336517537,-1.1768664785826668,-0.6011510556271107,-0.5061477752848977,-0.22447694472304738,-0.29170369648113614,1.1967563221389181,-0.33608303477587276,-1.0887992794669463,-0.6071959063489053,-2.1554195260629267,-1.2006004503753285,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10228948659,Walk,-1.0646735040005264,-0.08580905613132814,-0.06547247800330362,-0.4094544901797199,-0.7816215564248217,-0.48084576575145543,-0.47623620506748643,-0.06192110907820972,-0.3800944287018088,1.7031719561868837,0.05705395673028526,-0.021119049336517537,-1.1768664785826668,-0.6011510556271107,-0.5061477752848977,-0.666278964794185,-0.11204073796661812,1.1967563221389181,-0.389232105471177,-1.0887992794669463,-0.6071959063489053,-2.1554195260629267,-1.2006004503753285,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10246315882,Walk,-1.0646735040005264,0.10618231567488176,0.23103539198107276,1.3860519469411154,-0.7123112825781899,-0.2798078766138548,-0.3360945491269725,-0.23412817243859949,-0.3686001932831452,-0.16277551475961838,0.17747667706238016,-0.021119049336517537,-1.1768664785826668,-0.6011510556271107,-0.5061477752848977,-0.17119428903607598,-0.29170369648113614,1.1967563221389181,-0.2929352617811014,-1.0887992794669463,-0.6071959063489053,-2.1554195260629267,-1.2006004503753285,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10251396408,Walk,-1.0646735040005264,0.027704090703000343,0.15975691385256763,0.6325511235213145,-0.7318406967559701,-0.37580911580877646,-0.3974065236009473,-0.11453993399388429,-0.408830017248468,-0.5782403813375504,0.1172653168963327,-0.021119049336517537,-1.1768664785826668,-0.6011510556271107,-0.5061477752848977,-0.19117528491869024,-0.29170369648113614,1.1967563221389181,-0.3194918736561719,-1.0887992794669463,-0.6071959063489053,-2.1554195260629267,-1.2006004503753285,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10257019869,Walk,-1.0646735040005264,0.139115142225582,0.17221077434342166,-0.599762382058504,-0.7636238610060829,-0.3995270690216394,-0.45981335476195745,-0.08105522722936408,-0.37722086984714287,-0.3668635193943921,0.17747667706238016,-0.021119049336517537,-1.1768664785826668,-0.6011510556271107,-0.5061477752848977,-0.6240968623753327,-0.29170369648113614,1.1967563221389181,-0.3310286155078616,-1.0887992794669463,-0.6071959063489053,-2.1554195260629267,-1.2006004503753285,0.0,0.0,0.0,0.0,0.0,1.0,0.0
10258398233,Walk,1.198871367213982,0.10513126801900835,0.08105911458057496,-0.5892354113754943,-0.7498383921747087,-0.4266333012649115,-0.45105450126567537,-0.08583875676715276,-0.3800944287018088,-0.4397520924782398,0.1172653168963327,-0.021119049336517537,0.8353476819013183,-0.6011510556271107,-0.32033133284754617,-0.6840398500231755,-0.29170369648113614,1.1967563221389181,-0.34556455177153916,0.9184429296183766,-0.6071959063489053,0.46394680381623554,0.8329165624478841,0.0,0.0,0.0,0.0,0.0,1.0,0.0
10262802614,Walk,-1.0646735040005264,-0.08458283386614249,0.02859391506591319,-0.2497406068484327,-0.7406480796204592,-0.4096919061128665,-0.43682136433421687,-0.11932346353167297,-0.3571059578644815,-0.7385952421220155,0.1172653168963327,-0.021119049336517537,-1.1768664785826668,-0.6011510556271107,-0.5061477752848977,-0.18673506361144263,-0.29170369648113614,1.1967563221389181,-0.35423353801017293,-1.0887992794669463,-0.6071959063489053,-2.1554195260629267,-1.2006004503753285,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10325098223,Run,-1.0646735040005264,-0.36941674860783713,-0.3521762450480715,-0.4971244178991596,-0.1329386619707105,-0.42437444857797213,-0.4488647878916048,-0.12889052260725015,-0.4030828995391363,-1.103038107541254,0.1172653168963327,-0.021119049336517537,-1.1768664785826668,-0.6011510556271107,-0.5061477752848977,2.8992187449256486,-2.2679962401408345,1.4515253427984993,-0.35458603297094443,-1.0887992794669463,-0.6071959063489053,-2.1554195260629267,-1.2006004503753285,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10382552699,Walk,0.7159817946882202,-0.36696430407746583,-0.38874289925526,-0.835138867173923,-0.5434392893938551,-0.3904916582738821,-0.4138293739064763,0.033749481677562594,-0.34273816359115195,0.14335649219254204,0.1172653168963327,-0.021119049336517537,0.7773030426565879,-0.6011510556271107,-0.3697505994532248,0.3305507186829043,-1.7290073645972803,1.4515253427984993,-0.4274031275791242,0.9184429296183766,-0.6071959063489053,0.46394680381623554,0.8329165624478841,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10384197626,Walk,1.1536004697896918,-0.01626473623437072,0.10623181131740762,-0.5204811341020874,-0.7100137044396275,-0.10361736703258685,-0.13354606202544855,-0.3297987631943716,-0.2622785156605061,0.8868199376477889,0.1172653168963327,-0.021119049336517537,0.9127405342276254,-0.6011510556271107,-0.21358571697928036,-0.07128930962300482,-0.29170369648113614,1.4515253427984993,-0.32329762433433157,0.9184429296183766,-0.6071959063489053,0.46394680381623554,0.8329165624478841,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10391031619,Walk,0.4443564101424792,-0.39026252711599313,-0.3492615117417014,-0.14348399651680394,-1.035121011046204,-0.48084576575145543,-0.503607622243368,-1.5065470294903691,-1.3887135866895466,-1.6569912629784969,0.1172653168963327,-0.021119049336517537,0.3129459286987452,-0.6011510556271107,-0.45672850867921916,-1.6209265458524218,0.786274054605972,1.4515253427984993,-0.4862877095005403,0.9184429296183766,-0.6071959063489053,0.46394680381623554,0.8329165624478841,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10391031737,Walk,0.7612526921125103,-0.40234957515853736,-0.38821294774501086,-0.7754312053312278,-0.7555823375211147,-0.41308018514327544,-0.4182088006546174,-0.023652872775900828,-0.3657266344284792,-0.658417811729783,-0.003157403435762186,-0.021119049336517537,0.7579548295750111,-0.6011510556271107,-0.43103049004426625,-0.19783561687956167,0.2472851790624179,1.4515253427984993,-0.45373270880149436,0.9184429296183766,-0.6071959063489053,0.46394680381623554,0.8329165624478841,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10396247645,Walk,0.7763429912539404,-0.436333449365111,-0.4189501353394592,-0.19578988209800813,-0.9378568698470633,-0.48084576575145543,-0.503607622243368,-1.5065470294903691,-1.3887135866895466,-1.6569912629784969,0.1172653168963327,-0.021119049336517537,0.8159994688197414,-0.6011510556271107,-0.45277496735076483,-1.0570184398319749,0.4269481375769359,1.4515253427984993,-0.48014593289591206,0.9184429296183766,-0.6071959063489053,0.46394680381623554,0.8329165624478841,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10396247725,Walk,1.3648646577697126,-0.31563814354898084,-0.33044823312785804,0.1423890510936771,-0.5966665162705502,-0.3543500152828528,-0.36346596630285416,0.005048304450830882,-0.31400257504449275,1.980148533905505,0.05705395673028526,-0.021119049336517537,0.7386066164934343,-0.6011510556271107,-0.3519596634751805,0.10853965332052343,0.2472851790624179,1.4515253427984993,-0.4154541458580576,0.9184429296183766,-0.6071959063489053,0.46394680381623554,0.8329165624478841,0.0,0.0,0.0,1.0,0.0,0.0,0.0
