Encrypted ID,Activity Type,Predicted Activity Type,Integrity_MAC
gAAAAABpJIL1_B6D3SqtCA7jCgx6M60gqg5V4iQnnDBwY605cmipMigNsNIl2_6UvjFllrKDs0lZpz_IkI2RE2SKjfJo2Hf9JA==,Ride,Walk,19312d8f2472773cd37b152f74b7b3a8070e39b2532754fdfb33efeceda6d3c5
gAAAAABpJIL1q4lq1MuohLGK6xaVp45N4qUGAUid7DjeYcSruUuhvpimsxfVeaVRG0kOYaDy4GsP5C4W7KaYSexYa9oHSxZdpw==,Walk,Walk,d0f80022c41df50683ab3bc387e8fbb6f421673837cc6ef76a9d888c30ee39e5
gAAAAABpJIL1OPluK5VPvfHhDi039y9UJlM6MuQWFz939-7QuFlNR29sgjev0e0Iw47qrWi7jUeKr99IP7nuL_QG7sTfK1wF8A==,Walk,Walk,5ede920caed77888cc2e5b7a6deeea2de9cb1111761a33f67f0956421b97164a
gAAAAABpJIL1mnr1MHGkUfKttlHuk2WTs37_Rd4fAOcKxLW1hUm87Z_dare_jh9BS1lxucNavVM9j15EBvOOM-uOf7v1Mpe-OQ==,Walk,Walk,c2ce0615679db483ca2c94f21191672d35ff708d7270068c0fa026016ed5cc17
gAAAAABpJIL1vTa1jvS27OQU9_6MsgAEekTUZawPvYtdRzPMJ5d2A4vZYBI__cvVO9clxMk7c6ngyMBCXCOXTAuRJSeiksIySw==,Workout,Workout,eae912437070c99ae4b21f31f8cd72945e949401a15b83f48fc4b9bf9a133da3
gAAAAABpJIL1a_2dO347iKuXsrDZTdr5IWgVLQws1CO87LSLAfYYvk3PtP0PRE5TbUpOyjzBziEEzHQKZZsS0AX2NkajKTxhVg==,Ride,Ride,4bd0b2898793225ffa2537b3de5d329b1e0c6ff34edbff3c92d9847c59954341
gAAAAABpJIL10r8JKPyE-ayNVJvnC6KM8rhoq0JW_lqtSsRYN9Ay6_HyXN0IG1f2Ivjk0uTxNlOHSVfe6rL_-ieHtPnAm_0ohg==,Walk,Ride,7675438c7f27f566cd08accc73ec610b5af05546511cb1fc2b857e6c4c11ea6c
gAAAAABpJIL1RDvf5D4xTSJ3uwBPZAG4OHC_U1L3d4kaFbMqBJvHnPsdCT_nVhLI1_geXxTGPoFjt0KqBL7vuSWvIq1tkiQ6cQ==,Walk,Walk,8ca9eaf12062034445d93f17d11e1bba21bd285f5cff23ac770a97c5c0aa2388
gAAAAABpJIL1C6ntvU7G6Z8fhyVdCzZkYewvMNhuZZVMMrSsVeqFK1Mt_6nWAFO3jk6PuIS89R6qDwZjhSbtziXJUV1pMoIEDg==,Workout,Walk,8e7b7246a29b1eab8c86a1dd4ec85c68622c9c6433ce33005294641622466c72
gAAAAABpJIL1KCfbTEWVyaYWGIJiu1uxxwPc_NA4oJuYhqcEQjxy4KmkbznWuzs4cZ8BqeeldC-5D-Q5HorfXZxIFGZEKcmXAQ==,Walk,Walk,eae7f5780cfb2b658a29a5cd6e13ee17df104e69ff475304a98114310e3d33d3
gAAAAABpJIL10rnsfbRkWu7c1SSNe45hL1pTLfJWRztPLfaGdb1Uv-APSGcv10wJVYsYsMClKPhsVXQB7Vgj8ZSe4e6IngOh3g==,Ride,Ride,8c507c37414ff70748c04b54133c9f7b052c4e1eaef473ff041cb56f2cae8644
gAAAAABpJIL1ukvtO9Y39tGM9-V-h8lN1qXF3MqUr4FQaQkHGFVCSVAwIHXoDzzeeP1GmVn8TLH9ce8llBnEZIMsjs-lnNtmEg==,Workout,Walk,c5041f28602b93db9c74b1bb5638124b0f64d09a3245ca59952e3cb2a967025e
gAAAAABpJIL1n0oCbZbh25yCChG-cnN6vv2ZLERGqt2kZsxnLoyej4FekOHEXPif9rAKb4PANtkOt5tNJyjyMAh4C3D4Ft_89w==,Workout,Walk,26625b3c00d73b1415b9aa8ab38c8299f09b7e20b459d662bf34d6567cc53943
gAAAAABpJIL19uh82b33GuTy_q7ZXjJozw71-0kRfW-w22Ch_71qcWuveFWmMy2LS2LM6_C7i8IorMAnA26U2P5gGAjb8zFBcQ==,Run,Walk,d71e5fe46c843237efa5143f4c6dc485e09605c6e014658304a5dc36955962ba
gAAAAABpJIL149NfxHInTdcJwAsyU86NLMTe15dF7KiNmx1Qvt2QN6-iEC0E6vzUrdmGmwg3aO0QNjhriPQQeoJ-OQJcPGWcKA==,Walk,Walk,c0f8d0eac6e62e4c962bb6efda7c69f9216c8f248f7521f487e2e747397f19b7
gAAAAABpJIL1WldKf1frDp2ErtvyStq-u23I55gNIuyOUCEcST0WpP3EAVLv9jDCOOmRQFMlxT8S27leGPVJt5KXjn1lfZCR-w==,Run,Walk,447e7f68bae7154585ce7fe2c0fbc616f44923c8b062c3492cda8cfda70c7cc7
gAAAAABpJIL1MRIA0_vbuFNA5EdiWm8Nic1yewpXY7UxiRIlYK8a8eH2YMW_Qm3hfE2eRiR-L2qstduD20OxcCWvUbMtX1BUgw==,Run,Walk,bdf6e989402b8db43a8fb0baf60c431b30bd7b437313bb9f25b234db29dfa4da
gAAAAABpJIL1ep-x_egT_M5PmP4zSozclGQoktzsyyNvcZaE9jwCtBMW4WwUOfVd4nUD06F-mz0gMgysD9rcO3IudBq6FyHUhg==,Run,Walk,d232e65e037dea9fbe652abbae630d6f37da624127524031de50c326b1d246f2
